timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
43422842,-0.0052106613,-0.002531327,-0.0069228862,3603,0,0.008301223,0.21034232,-9.676565,4264,0
43426857,-0.0060661477,0.0055930293,-0.0036380189,4015,0,0.011300328,0.14457361,-9.7306595,3603,0
43430902,-0.004358676,0.0017318426,0.0015777881,4045,0,0.012814952,0.17480135,-9.658595,4015,0
43434818,-0.0041869674,0.0014775773,-0.0024712186,3916,0,0.07097157,0.20392157,-9.632757,4045,0
43438855,-0.0051755696,0.0032508215,-0.0016942205,4037,0,0.024933722,0.2153422,-9.6777935,3916,0
43442977,-0.010437246,3.0258536e-05,0.00539861,4122,0,-0.03750048,0.2642821,-9.689416,4037,0
43446788,-0.009902979,0.002491092,0.0057704146,3811,0,0.007152843,0.21450517,-9.564268,4122,0
43450812,-0.00539814,0.0031101352,0.0026780101,4024,0,0.043834038,0.13024473,-9.521041,3811,0
43458887,-0.0008690448,0.00028355067,0.0019491707,8075,0,0.040721506,0.16453584,-9.621946,4024,0
43462839,-0.0051884684,-0.0009946129,0.00460031,3952,0,0.03987592,0.26053527,-9.759281,8075,0
43466810,-0.0022803487,-0.0046943966,0.0014342781,3971,0,0.07270888,0.26433733,-9.791057,3952,0
43470849,0.005181628,-0.004391721,-0.0049418337,4039,0,0.023108097,0.1739304,-9.710078,3971,0
43474854,0.005818337,-0.0051840656,-0.0067696963,4005,0,0.028413417,0.14739186,-9.739298,4039,0
43478830,0.0059782066,-0.004181597,-0.0072991042,3976,0,0.021275027,0.2220679,-9.674435,4005,0
43482738,0.0023131683,-0.004732193,-0.0077503514,3908,0,-0.058214534,0.28775662,-9.696998,3976,0
43486684,0.005266622,-0.005095906,-0.0009596663,3946,0,0.025519531,0.28218544,-9.705547,3908,0
43490742,0.006430956,-0.005545983,0.008067722,4058,0,0.102572285,0.27005675,-9.59236,3946,0
43494698,0.00071642466,-0.01210627,0.0045141564,3956,0,0.023392944,0.20232008,-9.650291,4058,0
43498729,0.0069381436,-0.009914942,-0.0032521582,4031,0,-0.012318071,0.18573418,-9.698369,3956,0
43502755,0.013437124,-0.00406068,0.00085783435,4026,0,0.031282075,0.19159961,-9.712248,4031,0
43506638,0.01477815,-1.2285896e-06,0.0077221314,3883,0,0.014100721,0.14626029,-9.606136,4026,0
43510671,0.008367931,-0.005632986,0.0054964405,4033,0,-0.0011446401,0.21417658,-9.691444,3883,0
43514585,0.0006258942,-0.0062534036,-0.001051078,3914,0,0.016200896,0.21595767,-9.830153,4033,0
43518809,0.007859975,-0.0003561108,0.0007582914,4224,0,0.038229343,0.22652894,-9.773697,3914,0
43522609,0.0091470145,0.0021525393,0.00306249,3800,0,0.015429044,0.21799104,-9.752968,4224,0
43526723,0.009173008,0.0026728758,-0.0017682245,4114,0,0.011450368,0.15296805,-9.700263,3800,0
43530645,0.0069924076,-0.001830789,-0.0056427955,3922,0,0.038104758,0.19218948,-9.662069,4114,0
43534550,-0.00040125803,-0.0010829595,-0.00911385,3905,0,0.0101989545,0.21687728,-9.742311,3922,0
43538532,0.0053503336,0.005105795,-0.0054123574,3982,0,0.041018486,0.2717938,-9.781267,3905,0
43543290,0.008499803,0.004877591,-0.00035320336,4758,0,0.021818958,0.24192475,-9.708628,3982,0
43547091,0.001542732,-0.0024032276,0.00061924173,3801,0,-0.013848256,0.22466011,-9.753124,4758,0
43551222,0.00039065623,-0.008237792,-0.0024816364,4131,0,0.024309838,0.24993077,-9.719177,3801,0
43555102,-0.0012105315,-0.008001715,-0.0049045156,3880,0,0.043899603,0.22293761,-9.648881,4131,0
43559090,-0.0069616293,-0.006911094,-0.0020748617,3988,0,0.0909898,0.20501694,-9.631739,3880,0
43563106,-0.0010137341,-0.006526149,0.003983527,4016,0,0.033482105,0.21240902,-9.571226,3988,0
43566991,-0.0030046508,-0.007588888,-0.00012499775,3885,0,-0.004855297,0.19499095,-9.708085,4016,0
43571091,-0.0087879365,-0.0046870513,-0.008438663,4100,0,0.07653383,0.17476964,-9.687012,3885,0
43575054,-0.0069910157,-0.003961359,-0.005616037,3963,0,0.0813486,0.21921885,-9.700874,4100,0
43579010,-0.007857177,-0.0017174104,0.0035167832,3956,0,0.0807395,0.26007414,-9.793911,3963,0
43582983,-0.0011100589,0.0027025247,0.00080377096,3973,0,0.11137728,0.22318445,-9.759576,3956,0
43586983,0.00047054398,0.0045742765,-0.0041694134,4000,0,0.03862115,0.22389804,-9.770281,3973,0
43591013,0.00060218805,-0.0005278095,-0.001321254,4030,0,-0.04641471,0.21986613,-9.775293,4000,0
43595106,0.00052147184,-0.0037667674,-0.0043202722,4093,0,-0.036218245,0.22407605,-9.717003,4030,0
43598905,-0.007376227,-0.0035287712,-0.0058105984,3799,0,0.033506177,0.28495848,-9.71356,4093,0
43602917,-0.005232784,0.00088754436,-0.0055665607,4012,0,0.07999585,0.27663988,-9.840339,3799,0
43606877,-0.005044359,0.0051847617,-0.006462456,3960,0,0.099506505,0.26943487,-9.764412,4012,0
43610984,-0.008618223,0.007089367,0.00046023921,4107,0,0.11361186,0.27582702,-9.614613,3960,0
43614862,-0.0076526473,0.012247912,0.00048415185,3878,0,0.11048947,0.20540194,-9.681566,4107,0
43618842,-0.0013714739,0.005222845,-0.006237808,3980,0,0.073095605,0.21811472,-9.695472,3878,0
43623291,-0.0026005632,-0.0041589243,-0.005725107,4449,0,-0.007222902,0.27851388,-9.616269,3980,0
43626811,-0.0023800477,-0.0056899865,-0.0060724,3520,0,0.035398703,0.25365835,-9.615707,4449,0
43630918,-0.0012922562,-0.005412158,-0.0026985544,4107,0,0.057990376,0.21780752,-9.592752,3520,0
43635019,-0.0048296517,-0.0012399234,0.00039893432,4101,0,0.05447901,0.1683511,-9.608773,4107,0
43638815,0.0035394973,0.0024193022,0.0015886155,3796,0,0.054443836,0.2359091,-9.683703,4101,0
43642786,-0.00022917255,0.0011714963,0.0018030526,3971,0,-0.017011812,0.24725878,-9.810897,3796,0
43646786,-0.007296581,-0.0015870784,0.005405484,4000,0,0.02606976,0.19602074,-9.852054,3971,0
43650864,-0.002827113,4.3144908e-05,0.0036236825,4078,0,0.074728325,0.26314154,-9.859154,4000,0
43658799,-0.001734226,0.0042482764,-0.0055798874,7935,0,0.06691578,0.30596092,-9.743739,4078,0
43662772,-0.00017755039,0.0039515337,-0.004693505,3973,0,0.09130401,0.24822518,-9.590851,7935,0
43667263,-0.0022396932,0.006450428,-0.0008500597,4491,0,0.09302353,0.22410154,-9.769177,3973,0
43670791,-0.008654205,0.007826153,-0.0020971904,3528,0,0.08735065,0.23949978,-9.861136,4491,0
43674702,-0.007486848,0.0076017627,0.0009893959,3911,0,0.04203512,0.23268431,-9.751496,3528,0
43678806,-0.0007201276,0.006550307,0.0011775298,4104,0,-0.006356076,0.22572386,-9.716367,3911,0
43683324,0.00087753707,0.0081762625,-0.0032019343,4518,0,0.03416194,0.26599368,-9.730616,4104,0
43686754,-0.0018004181,0.013287361,-0.0032742873,3430,0,0.019103207,0.27778897,-9.832439,4518,0
43690817,0.0025172227,0.011021878,-0.002451078,4063,0,-0.026819993,0.18930423,-9.743243,3430,0
43694712,-0.0015878374,0.001954303,0.0029458306,3895,0,0.03492098,0.2164366,-9.570128,4063,0
43701404,-0.010911365,0.0061561023,0.006045191,6692,0,0.014249258,0.22722426,-9.662147,3895,0
43702651,-0.0042180233,0.007664364,0.0010268019,1247,0,-0.010711,0.1399234,-9.726985,6692,0
43706643,0.0009587813,0.0016408146,-0.004256386,3992,0,0.06723442,0.22111273,-9.710944,1247,0
43710753,-1.2148298e-05,-0.0007523622,-0.0010496938,4110,0,0.094653815,0.26826796,-9.685296,3992,0
43714653,0.0009013532,-0.0021889436,0.0023100234,3900,0,0.044675544,0.2546005,-9.745649,4110,0
43718598,-0.0055118646,-0.000592799,0.002874778,3945,0,0.018285884,0.2560205,-9.711732,3900,0
43722650,-0.0092129605,0.0024381815,-0.00078719755,4052,0,0.08574501,0.22239022,-9.723913,3945,0
43726654,-0.008048039,-8.7323904e-05,-0.0013825906,4004,0,0.10967992,0.1893087,-9.763421,4052,0
43730648,-0.010255887,-0.004983171,0.0048409775,3994,0,0.0649426,0.17331168,-9.67038,4004,0
43734550,-0.005452919,0.0016793679,-0.0005069993,3902,0,0.06288575,0.21415946,-9.698856,3994,0
43738567,-0.0063441563,0.0045957593,0.002002239,4017,0,0.10855506,0.26347047,-9.736566,3902,0
43742696,-0.013846388,0.0014415835,0.008881457,4129,0,0.09662573,0.29433593,-9.8477335,4017,0
43747229,-0.012473636,0.0036840145,0.006610879,4533,0,0.09820546,0.2528103,-9.889618,4129,0
43751300,-0.009516491,-0.0012133141,-0.00087898615,4071,0,0.093918115,0.22002748,-9.740128,4533,0
43755099,-0.0042835884,-0.009702511,-0.004545009,3799,0,0.03423632,0.24132901,-9.6258335,4071,0
43759101,0.0006308415,-0.009918054,-0.0015206739,4002,0,-0.013139393,0.21420406,-9.613362,3799,0
43763011,-0.003310014,-0.007890098,0.0013197352,3910,0,0.024967762,0.19192451,-9.722113,4002,0
43767100,-0.0049532037,-0.01011904,0.001929289,4089,0,0.08982296,0.23798674,-9.846409,3910,0
43771271,-0.007243809,-0.011786158,0.0042474368,4171,0,0.025420425,0.23522304,-9.817784,4089,0
43774992,-0.01126261,-0.0119101,0.009028101,3721,0,-0.041126348,0.24569407,-9.772717,4171,0
43779059,-0.006458559,-0.011637178,0.0019648387,4067,0,0.0051223855,0.22579455,-9.85294,3721,0
43782995,-0.005803851,-0.008884332,-0.0035536385,3936,0,0.057042554,0.19933513,-9.937967,4067,0
43787214,-0.00067760283,-0.009145666,-0.0035718167,4219,0,0.062941246,0.1934553,-9.827997,3936,0
43791306,0.0039743287,-0.0060342546,-0.00331543,4092,0,0.00056956336,0.15714084,-9.665538,4219,0
43794922,0.0013163718,0.0012423372,0.0033182413,3616,0,0.032756884,0.19539107,-9.797607,4092,0
43798903,-0.003745895,0.0021671513,0.0048087565,3981,0,0.0738333,0.24679987,-9.862203,3616,0
43803000,-0.008073597,0.003096781,0.00091874297,4097,0,0.04383021,0.25561437,-9.668324,3981,0
43806995,-0.0028938137,0.00020676048,-0.0019093083,3995,0,0.010766626,0.18527,-9.688403,4097,0
43811217,-0.0025297203,-0.0062151826,-0.0038345736,4222,0,-0.015000321,0.19897842,-9.731717,3995,0
43814872,-0.00434956,-0.0041341507,-0.003524683,3655,0,0.019038798,0.27277663,-9.689485,4222,0
43818834,-0.00046484717,0.0011627252,0.003323912,3962,0,0.03894962,0.25999558,-9.818967,3655,0
43822835,-0.00024023092,0.00037646497,0.010410268,4001,0,0.07670479,0.19674176,-9.754142,3962,0
43827270,-0.0032007298,-0.0044134995,0.0012492582,4435,0,0.027343273,0.16264069,-9.622597,4001,0
43830993,0.0019778572,-0.0021063816,-0.0020351866,3723,0,0.010516858,0.22392763,-9.63965,4435,0
43834837,0.010075357,0.006243291,0.0051148757,3844,0,0.037848305,0.29513127,-9.633002,3723,0
43838803,0.01114597,0.008582719,0.0035472717,3966,0,-0.0028896332,0.28581315,-9.697813,3844,0
43846940,0.011068062,0.008179572,0.0052673514,8137,0,-0.015219022,0.19707511,-9.682629,3966,0
43850816,0.008031251,0.011316878,0.0047612246,3876,0,0.034091122,0.17290783,-9.667684,8137,0
43854770,0.0043045986,0.0072606825,0.0011818019,3954,0,0.089283206,0.24971107,-9.738923,3876,0
43858764,0.007295311,0.003068387,0.0058102077,3994,0,0.03274186,0.21126296,-9.841169,3954,0
43862891,0.013024588,-0.000537537,0.0013429031,4127,0,0.0057261586,0.20971513,-9.791345,3994,0
43866743,0.0064204726,0.004928953,0.0020741096,3852,0,0.05252962,0.26277202,-9.682764,4127,0
43870866,0.0025459018,0.007104512,0.001102826,4123,0,0.0142343445,0.22903357,-9.681379,3852,0
43874749,0.0032702016,0.005865074,-0.0053498447,3883,0,-0.010217164,0.20392579,-9.769383,4123,0
43878697,0.0035222867,0.011700266,-0.0042444724,3948,0,0.033080295,0.1881589,-9.859675,3883,0
43882849,0.0064695324,0.0044545513,-0.0058482783,4152,0,0.028808335,0.21853319,-9.89834,3948,0
43886770,0.005725632,-0.0021092012,-0.0042286846,3921,0,0.029743273,0.27911976,-9.877592,4152,0
43890843,0.003486053,-0.0010789162,-0.005491484,4073,0,0.043053985,0.2353486,-9.761416,3921,0
43894791,0.00054121076,-0.004029685,0.0009791775,3948,0,0.056171067,0.169469,-9.770294,4073,0
43898743,-0.005762144,-0.008751398,0.0024759835,3952,0,0.042713985,0.17799893,-9.731249,3948,0
43903106,-0.005786641,-0.006840767,0.00076051004,4363,0,-0.03042772,0.2279272,-9.704057,3952,0
43906726,-0.0033107752,-0.001147826,0.004700032,3620,0,-0.051045667,0.29946578,-9.677494,4363,0
43910771,-0.009153413,-0.003924012,0.002501004,4045,0,-0.04383283,0.31523713,-9.590627,3620,0
43914589,-0.010515589,-0.0044079158,0.0015114505,3818,0,-0.01762661,0.28028518,-9.689806,4045,0
43918663,-0.007807268,-0.007518371,0.0019652715,4074,0,-0.003350919,0.2672036,-9.844427,3818,0
43922842,-0.0035176298,-0.0113483295,0.0018166885,4179,0,-0.036203366,0.26972845,-9.802718,4074,0
43926667,-0.005786948,-0.00276431,0.0038376644,3825,0,0.012317641,0.2058951,-9.663048,4179,0
43930703,-0.012050425,0.001352791,0.008670944,4036,0,0.068305,0.1955165,-9.740826,3825,0
43935500,-0.011473921,-0.0040193005,0.001490052,4797,0,0.06962168,0.24610712,-9.858963,4036,0
43938531,-0.01240054,-0.007422943,0.0007763831,3031,0,0.098434284,0.22548859,-9.902882,4797,0
43942739,-0.013596031,-0.008727072,0.0033471214,4208,0,0.0284945,0.21086471,-9.902064,3031,0
43946605,-0.0114237005,-0.0039011503,-0.0007351244,3866,0,0.029028954,0.25469464,-9.896607,4208,0
43950564,-0.012547601,-0.0030975235,-0.0017508864,3959,0,0.11064395,0.2039595,-9.87207,3866,0
43954641,-0.0084506655,-0.010009815,-0.0009162801,4077,0,0.03326467,0.16933018,-9.842206,3959,0
43958540,-0.005695997,-0.003119088,0.0009806971,3899,0,0.035971336,0.23991469,-9.775981,4077,0
43962525,-0.0028935745,-0.0033601238,-0.000812368,3985,0,0.02563765,0.24798423,-9.669067,3899,0
43966540,-0.00504029,-0.005341345,0.0018299333,4015,0,0.02859004,0.17740628,-9.70926,3985,0
43970640,-0.004754606,-0.0050662193,0.0048763994,4100,0,0.05899656,0.21965955,-9.821635,4015,0
43974544,-0.002320436,-0.005989849,-0.001874179,3904,0,-0.00027904287,0.25902683,-9.779961,4100,0
43978554,-0.003837854,-0.0071486165,-0.0043257684,4010,0,0.04224501,0.23631309,-9.726144,3904,0
43983530,0.000734434,-0.0070866393,-0.0015321883,4976,0,0.053344186,0.2505352,-9.73041,4010,0
43986526,0.00059893884,-0.006308003,0.0018173875,2996,0,-0.0043829065,0.2624425,-9.784967,4976,0
43991554,0.00060557184,-0.007868124,0.002975547,5028,0,-0.03633437,0.2871649,-9.824884,2996,0
43995427,0.002248868,-0.0027011803,-0.0005363506,3873,0,-0.015280999,0.20540753,-9.699223,5028,0
43999396,-0.0011050298,-0.002781331,0.00095361995,3969,0,0.02669039,0.18070927,-9.631222,3873,0
44003499,-0.0055504427,-0.0032456429,-0.0012858217,4103,0,0.031603936,0.23325378,-9.60676,3969,0
44011402,0.0012666498,-0.0004176495,-0.0073219477,7903,0,0.01169738,0.2193488,-9.666339,4103,0
44015424,0.0038264256,0.00082500343,-0.0051228534,4022,0,0.022787672,0.20211704,-9.808437,7903,0
44019419,0.0047082314,-0.0009812159,-0.0026946918,3995,0,0.014558768,0.2395917,-9.904587,4022,0
44023322,0.0022306533,0.0027758258,-0.0057141255,3903,0,0.0013535544,0.2930243,-9.770296,3995,0
44028942,-0.0032485432,0.005001001,0.0012425466,5620,0,0.074457,0.26391163,-9.603806,3903,0
44031335,0.000359741,-0.0002806674,0.0047374354,2393,0,0.12242952,0.23365578,-9.651135,5620,0
44035318,0.0058704517,-0.0063762884,-0.0029168923,3983,0,0.0798828,0.22789092,-9.776193,2393,0
44039348,0.008288695,-0.007743073,-0.0016756913,4030,0,0.021968642,0.20836641,-9.735834,3983,0
44043417,0.004158443,-0.0006972619,0.005489999,4069,0,0.05697336,0.2274622,-9.747858,4030,0
44047367,-0.0011219812,0.0059872046,0.00497258,3950,0,0.053235337,0.2334721,-9.7799425,4069,0
44051453,0.0023403699,0.0036104962,0.0024630623,4086,0,0.04315531,0.18787064,-9.774005,3950,0
44055464,0.00623269,-0.0020091005,0.0051020076,4011,0,0.026464004,0.23306772,-9.806404,4086,0
44059301,0.005219694,-0.00730844,0.0031388951,3837,0,-0.02280446,0.251019,-9.82899,4011,0
44063289,0.009140159,-0.0022507454,0.0043277205,3988,0,-0.003414044,0.23023117,-9.759728,3837,0
44067323,0.0106996475,-0.0011025707,0.0013892751,4034,0,-0.0107056955,0.21926942,-9.63168,3988,0
44071395,0.0048560784,-0.005613917,-0.0077976426,4072,0,-0.039773148,0.15328644,-9.791651,4034,0
44075273,-0.00032150012,-7.5948155e-05,-0.0040622912,3878,0,0.029164791,0.22062005,-9.801793,4072,0
44079253,-0.0039739194,-0.0006914464,0.0051534367,3980,0,0.066937305,0.26889113,-9.661496,3878,0
44083350,-0.009880503,-0.0064788065,0.0020699287,4097,0,-6.167218e-05,0.2634231,-9.685455,3980,0
44087406,-0.0066191033,-0.0028382295,0.0026680434,4056,0,0.039797854,0.2916463,-9.707699,4097,0
44091318,-0.005897151,0.0064064693,0.0016405026,3912,0,0.056798123,0.2165156,-9.759122,4056,0
44095325,-0.0067065754,0.00018625167,-0.0036094286,4007,0,-0.015821619,0.2177916,-9.874907,3912,0
44099342,-0.0055883755,-0.0048269327,-0.0020750754,4017,0,-0.0036798827,0.2687541,-9.77554,4007,0
44103220,-0.012219343,-0.005277701,-0.0011823248,3878,0,0.060518205,0.27755877,-9.618384,4017,0
44107327,-0.014861438,-0.0028248986,0.00087205664,4107,0,0.10140891,0.2168693,-9.693583,3878,0
44111334,-0.012021091,0.005332539,-0.0035338623,4007,0,0.0687517,0.20915484,-9.778343,4107,0
44115213,-0.004889718,0.0043877442,-0.0054605585,3879,0,-0.002883682,0.23934025,-9.771022,4007,0
44119217,-0.0061397925,0.0053236177,-0.004553563,4004,0,-6.828271e-05,0.23870794,-9.675513,3879,0
44123255,-0.012481309,0.0011695016,-4.7185476e-05,4038,0,0.06393443,0.21727844,-9.597719,4004,0
44127217,-0.009964967,-0.007419833,0.0021109956,3962,0,0.055532843,0.13746336,-9.738501,4038,0
44131281,-0.00947531,-0.005128364,0.0025281834,4064,0,0.00044650957,0.15231544,-9.740757,3962,0
44135237,-0.009567579,0.002004489,0.0037895855,3956,0,0.01106733,0.21416566,-9.749027,4064,0
44139249,-0.010868689,0.0066085495,-0.0010132315,4012,0,0.013254755,0.21366745,-9.852657,3956,0
44143218,-0.010519047,0.0030558691,-0.0059673646,3969,0,0.026939936,0.16200396,-9.867231,4012,0
44147300,-0.005846499,-0.002413426,-0.0005332271,4082,0,0.06518739,0.23421203,-9.798377,3969,0
44151487,-0.003065723,-8.939279e-06,-0.0001520181,4187,0,0.08824111,0.31182396,-9.708085,4082,0
44155006,0.0032942654,0.0070592035,-0.008282146,3519,0,0.017224118,0.30933022,-9.715727,4187,0
44159011,0.006334921,0.0075567663,-0.0032519344,4005,0,-0.014147237,0.30705252,-9.63717,3519,0
44163007,0.0067570275,0.004782572,0.0023255276,3996,0,0.025858723,0.29618183,-9.728196,4005,0
44167247,0.011707386,0.00077601406,-0.0029162997,4240,0,0.051348332,0.22094631,-9.802177,3996,0
44171225,0.011618276,0.0014078189,-4.6664773e-05,3978,0,0.03997783,0.22632991,-9.683384,4240,0
44174924,0.01240552,0.010382018,0.0032905075,3699,0,0.03448259,0.2700484,-9.733919,3978,0
44179010,0.011935709,0.01403551,-0.003681448,4086,0,0.08843655,0.18288243,-9.86712,3699,0
44183799,0.007964185,0.010006914,-0.0035653636,4789,0,0.0139544485,0.22115949,-9.916243,4086,0
44187008,0.0056535224,0.0014272692,0.0008624599,3209,0,-0.008267447,0.29807723,-9.876158,4789,0
44191022,0.0028736512,0.0018479138,-0.0021812855,4014,0,0.08454663,0.22698957,-9.808079,3209,0
44194894,0.0012553446,0.0043361513,-0.00386593,3872,0,0.10768438,0.21301632,-9.772071,4014,0
44199841,0.002207851,0.007158518,-0.004208218,4947,0,0.0828121,0.21771985,-9.755466,3872,0
44202898,0.0005393211,0.010929348,-8.766519e-05,3057,0,0.054279935,0.21982881,-9.845213,4947,0
44207028,-0.0008792381,0.008561445,0.009016553,4130,0,0.027411964,0.25591594,-9.916345,3057,0
44211058,0.0023993356,0.00286174,0.0043591713,4030,0,0.05570129,0.23208264,-9.821718,4130,0
44215011,-0.0018142727,0.0013841892,0.0030791494,3953,0,0.097474754,0.19471657,-9.6767845,4030,0
44222820,-0.0038209378,-0.0006447706,0.0063644326,7809,0,0.031996988,0.15089372,-9.682767,3953,0
44226764,0.00072264526,-0.0049262857,0.0029739952,3944,0,0.013378517,0.21967652,-9.8129635,7809,0
44230813,0.0042897384,-0.0027140302,0.0057695955,4049,0,0.03884456,0.31286746,-9.908809,3944,0
44234786,0.0007087182,-0.0034641987,0.004539391,3973,0,0.029453775,0.31327322,-9.899118,4049,0
44238768,0.0002067553,-0.0017291463,-0.0046882886,3982,0,-0.004703213,0.31102636,-9.715905,3973,0
44242745,-2.2018743e-05,0.0012499803,-0.004815256,3977,0,-0.040088218,0.22236475,-9.584578,3982,0
44246773,-0.009827747,-0.0018582867,0.0010007295,4028,0,0.02545572,0.20504554,-9.629604,3977,0
44250906,-0.0143359825,0.0012812659,0.0055026994,4133,0,0.018474974,0.20427574,-9.751781,4028,0
44254713,-0.0091606425,-0.0013787644,0.0023190628,3807,0,0.003973998,0.21404774,-9.885374,4133,0
44258708,-0.006251851,-0.0052232095,0.0027695512,3995,0,0.05328648,0.24483822,-9.912844,3807,0
44262682,-0.0076006004,-0.0007080218,0.0008483563,3974,0,0.043953396,0.22784536,-9.8131895,3995,0
44266709,-0.006704553,7.384473e-05,0.000697262,4027,0,0.007026626,0.2097098,-9.711124,3974,0
44270778,-0.007905714,-0.0017172238,0.004085202,4069,0,0.0062570497,0.14382231,-9.744728,4027,0
44274638,-0.013173779,-0.0070131305,-0.0031977163,3860,0,0.06778346,0.16378523,-9.6834345,4069,0
44278659,-0.01656065,-0.0071467515,0.0006449417,4021,0,0.10635993,0.22339481,-9.698704,3860,0
44282709,-0.013367502,-0.0037668732,0.00533246,4050,0,0.08649567,0.27923048,-9.752485,4021,0
44286752,-0.009803268,0.0026858002,-6.82195e-05,4043,0,0.023831926,0.30110377,-9.662535,4050,0
44290695,-0.012064393,0.008095206,-0.0054089157,3943,0,0.0008395053,0.21103822,-9.7263565,4043,0
44294589,-0.015374164,0.007620157,0.0003051697,3894,0,-0.024666857,0.19333297,-9.753183,3943,0
44298572,-0.013183577,0.001368966,0.007744368,3983,0,-0.013972376,0.21141417,-9.655138,3894,0
44302567,-0.011827516,-0.0037293031,0.001076043,3995,0,0.01230987,0.16960856,-9.6340885,3983,0
44306600,-0.014949072,-0.004155213,-0.005470035,4033,0,-0.03594565,0.17496605,-9.719909,3995,0
44310660,-0.010776515,-0.0014660557,0.00015638702,4060,0,0.029708149,0.2049061,-9.82194,4033,0
44314528,-0.004465942,-0.0022204977,0.0017897261,3868,0,0.039334446,0.24675572,-9.715187,4060,0
44318587,-0.008816849,-0.0011484805,0.0019528655,4059,0,-0.017345045,0.23601654,-9.653091,3868,0
44322551,-0.011599579,0.0016491946,0.0083563505,3964,0,-0.03337759,0.2221978,-9.745683,4059,0
44326581,-0.0036303203,-0.003132768,0.0038678607,4030,0,-0.054202512,0.20649293,-9.750141,3964,0
44330586,0.0052410527,-0.0046800505,0.0011646817,4005,0,0.040522855,0.18648365,-9.748914,4030,0
44334519,-0.00094751915,-0.0033960275,0.0072728433,3933,0,0.08590639,0.1619283,-9.835142,4005,0
44338656,-0.0028205342,-0.0047851796,0.0027486463,4137,0,0.039762594,0.17109305,-9.869554,3933,0
44342535,0.00443608,-0.0030187934,-0.0009341154,3879,0,0.017131042,0.17135525,-9.696434,4137,0
44346525,0.0029156154,0.0032291526,0.00511739,3990,0,0.044644795,0.1420592,-9.581759,3879,0
44350523,8.601219e-05,0.0044835526,0.007479211,3998,0,0.04404059,0.22267237,-9.636894,3990,0
44354532,0.0028042616,-0.00036742946,0.00865947,4009,0,-0.014458225,0.24150863,-9.664695,3998,0
44358523,0.0069118715,-0.0024986053,0.0076299985,3991,0,-0.008010582,0.18048885,-9.65992,4009,0
44363401,0.009120214,0.003309225,0.007711931,4878,0,0.052932333,0.18333402,-9.692892,3991,0
44367418,0.007372791,0.005176847,0.0015727514,4017,0,0.028144602,0.18693577,-9.720957,4878,0
44371473,0.009348826,9.105013e-05,-0.0041665486,4055,0,0.016039811,0.17086808,-9.685359,4017,0
44375420,0.0141123915,0.003680899,-0.0021526462,3947,0,0.052478768,0.22746244,-9.713417,4055,0
44379360,0.013594017,0.0040690447,0.0031333899,3940,0,0.07782991,0.26354402,-9.832998,3947,0
44383371,0.0065579475,-0.0017929111,0.004749683,4011,0,0.052308805,0.25495562,-9.884714,3940,0
44387545,0.0010523966,-0.0034519513,0.00051929906,4174,0,0.05512551,0.2541266,-9.893081,4011,0
44391389,-0.000631186,-0.0038833274,0.004738754,3844,0,0.091136605,0.2765789,-9.876274,4174,0
44395344,0.003826694,-0.000841361,0.00762892,3955,0,0.0846526,0.29777974,-9.784922,3844,0
44399377,0.009200387,-0.0033809105,-0.0017126629,4033,0,0.081226796,0.28863776,-9.633577,3955,0
44403329,0.0015470803,-0.0076826904,-0.0019712343,3952,0,-0.00093882164,0.29765725,-9.746674,4033,0
44407411,0.0011129096,-0.0011525521,0.0026117035,4082,0,-0.040832918,0.23454238,-9.87913,3952,0
44411449,0.0005257789,0.0050497167,-0.0015520859,4038,0,-0.0141235655,0.1881518,-9.733305,4082,0
44415388,-0.00206755,-0.0006925855,0.0033502213,3939,0,-0.015071403,0.16430122,-9.641209,4038,0
44419342,0.0029341248,-0.0049503306,0.00407116,3954,0,0.017607449,0.2075854,-9.746764,3939,0
44423324,0.0037155824,-0.0030777778,-0.0015244284,3982,0,0.06906961,0.27333593,-9.846414,3954,0
44427342,-0.0017027658,-0.0005867692,-0.0022096226,4018,0,0.08802821,0.21075286,-9.852979,3982,0
44431518,-0.00034718568,0.001536685,0.003306618,4176,0,0.09613844,0.22388132,-9.735894,4018,0
44435349,0.0042829975,0.0025926295,0.0013148277,3831,0,0.09685246,0.23836498,-9.683279,4176,0
44439329,0.00023016783,0.005582506,-0.008051296,3980,0,0.09149936,0.23609243,-9.784007,3831,0
44443290,-0.004074097,0.009004651,-0.0030639211,3961,0,0.018696327,0.22144632,-9.818532,3980,0
44447298,-0.0034476372,0.0057600583,-0.0015360732,4008,0,-0.04101826,0.23298231,-9.827272,3961,0
44451340,-0.0067378455,-0.002077056,-0.0070682243,4042,0,0.030436529,0.2937335,-9.764442,4008,0
44455318,-0.012909525,-0.0055620773,0.00013943725,3978,0,0.01911583,0.22116363,-9.708969,4042,0
44459321,-0.0113459425,-0.0009657362,0.0056735817,4003,0,0.011000227,0.17383042,-9.810231,3978,0
44463314,-0.0106453085,0.0043983487,0.0045266193,3993,0,0.006807297,0.2233432,-9.923072,4003,0
44467896,-0.006374732,0.0011010248,0.0018877642,4582,0,-0.03332689,0.2064485,-9.7867155,3993,0
